"id","type","tr_key","table_name","item_id","facet","language_id","text","pluralization_index"
3660,"ViewTranslation","Thu [abbreviated weekday]","",,"",247,"ሐሙስ",1
3661,"ViewTranslation","Fri [abbreviated weekday]","",,"",247,"ዓርብ",1
3662,"ViewTranslation","Sat [abbreviated weekday]","",,"",247,"ቅዳሜ",1
3663,"ViewTranslation","January [month]","",,"",247,"ጃንዩወሪ",1
3664,"ViewTranslation","February [month]","",,"",247,"ፌብሩወሪ",1
3665,"ViewTranslation","March [month]","",,"",247,"ማርች",1
3666,"ViewTranslation","April [month]","",,"",247,"ኤፕረል",1
3667,"ViewTranslation","May [month]","",,"",247,"ሜይ",1
3668,"ViewTranslation","June [month]","",,"",247,"ጁን",1
3669,"ViewTranslation","July [month]","",,"",247,"ጁላይ",1
3670,"ViewTranslation","August [month]","",,"",247,"ኦገስት",1
3671,"ViewTranslation","September [month]","",,"",247,"ሴፕቴምበር",1
3672,"ViewTranslation","October [month]","",,"",247,"ኦክተውበር",1
3673,"ViewTranslation","November [month]","",,"",247,"ኖቬምበር",1
3674,"ViewTranslation","December [month]","",,"",247,"ዲሴምበር",1
3675,"ViewTranslation","Jan [abbreviated month]","",,"",247,"ጃንዩ",1
3676,"ViewTranslation","Feb [abbreviated month]","",,"",247,"ፌብሩ",1
3677,"ViewTranslation","Mar [abbreviated month]","",,"",247,"ማርች",1
3678,"ViewTranslation","Apr [abbreviated month]","",,"",247,"ኤፕረ",1
3679,"ViewTranslation","May [abbreviated month]","",,"",247,"ሜይ ",1
3680,"ViewTranslation","Jun [abbreviated month]","",,"",247,"ጁን ",1
3681,"ViewTranslation","Jul [abbreviated month]","",,"",247,"ጁላይ",1
3682,"ViewTranslation","Aug [abbreviated month]","",,"",247,"ኦገስ",1
3683,"ViewTranslation","Sep [abbreviated month]","",,"",247,"ሴፕቴ",1
3684,"ViewTranslation","Oct [abbreviated month]","",,"",247,"ኦክተ",1
3685,"ViewTranslation","Nov [abbreviated month]","",,"",247,"ኖቬም",1
3686,"ViewTranslation","Dec [abbreviated month]","",,"",247,"ዲሴም",1
3687,"ViewTranslation","Sunday [weekday]","",,"",346,"Domingo",1
3688,"ViewTranslation","Monday [weekday]","",,"",346,"Luns",1
3689,"ViewTranslation","Tuesday [weekday]","",,"",346,"Martes",1
3690,"ViewTranslation","Wednesday [weekday]","",,"",346,"Miecols",1
3691,"ViewTranslation","Thursday [weekday]","",,"",346,"Chuebes",1
3692,"ViewTranslation","Friday [weekday]","",,"",346,"Biernes",1
3693,"ViewTranslation","Saturday [weekday]","",,"",346,"Sabado",1
3694,"ViewTranslation","Sun [abbreviated weekday]","",,"",346,"Dom",1
3695,"ViewTranslation","Mon [abbreviated weekday]","",,"",346,"Lun",1
3696,"ViewTranslation","Tue [abbreviated weekday]","",,"",346,"Mar",1
3697,"ViewTranslation","Wed [abbreviated weekday]","",,"",346,"Mie",1
3698,"ViewTranslation","Thu [abbreviated weekday]","",,"",346,"Chu",1
3699,"ViewTranslation","Fri [abbreviated weekday]","",,"",346,"Bie",1
3700,"ViewTranslation","Sat [abbreviated weekday]","",,"",346,"Sab",1
3701,"ViewTranslation","January [month]","",,"",346,"Chinero",1
3702,"ViewTranslation","February [month]","",,"",346,"Frebero",1
3703,"ViewTranslation","March [month]","",,"",346,"Marzo",1
3704,"ViewTranslation","April [month]","",,"",346,"Abril",1
3705,"ViewTranslation","May [month]","",,"",346,"Mayo",1
3706,"ViewTranslation","June [month]","",,"",346,"Chunio",1
3707,"ViewTranslation","July [month]","",,"",346,"Chulio",1
3708,"ViewTranslation","August [month]","",,"",346,"Agosto",1
3709,"ViewTranslation","September [month]","",,"",346,"Setiembre",1
3710,"ViewTranslation","October [month]","",,"",346,"Octubre",1
3711,"ViewTranslation","November [month]","",,"",346,"Nobiembre",1
3712,"ViewTranslation","December [month]","",,"",346,"Abiento",1
3713,"ViewTranslation","Jan [abbreviated month]","",,"",346,"Chi",1
3714,"ViewTranslation","Feb [abbreviated month]","",,"",346,"Fre",1
3715,"ViewTranslation","Mar [abbreviated month]","",,"",346,"Mar",1
3716,"ViewTranslation","Apr [abbreviated month]","",,"",346,"Abr",1
3717,"ViewTranslation","May [abbreviated month]","",,"",346,"May",1
3718,"ViewTranslation","Jun [abbreviated month]","",,"",346,"Chn",1
3719,"ViewTranslation","Jul [abbreviated month]","",,"",346,"Chl",1
3720,"ViewTranslation","Aug [abbreviated month]","",,"",346,"Ago",1
3721,"ViewTranslation","Sep [abbreviated month]","",,"",346,"Set",1
3722,"ViewTranslation","Oct [abbreviated month]","",,"",346,"Oct",1
3723,"ViewTranslation","Nov [abbreviated month]","",,"",346,"Nob",1
3724,"ViewTranslation","Dec [abbreviated month]","",,"",346,"Abi",1
3725,"ViewTranslation","Sunday [weekday]","",,"",340,"الأحد",1
3726,"ViewTranslation","Monday [weekday]","",,"",340,"الاثنين",1
3727,"ViewTranslation","Tuesday [weekday]","",,"",340,"الثلاثاء",1
3728,"ViewTranslation","Wednesday [weekday]","",,"",340,"الأربعاء",1
3729,"ViewTranslation","Thursday [weekday]","",,"",340,"الخميس",1
3730,"ViewTranslation","Friday [weekday]","",,"",340,"الجمعة",1
3731,"ViewTranslation","Saturday [weekday]","",,"",340,"السبت",1
3732,"ViewTranslation","Sun [abbreviated weekday]","",,"",340,"ح",1
3733,"ViewTranslation","Mon [abbreviated weekday]","",,"",340,"ن",1
3734,"ViewTranslation","Tue [abbreviated weekday]","",,"",340,"ث",1
3735,"ViewTranslation","Wed [abbreviated weekday]","",,"",340,"ر",1
3736,"ViewTranslation","Thu [abbreviated weekday]","",,"",340,"خ",1
3737,"ViewTranslation","Fri [abbreviated weekday]","",,"",340,"ج",1
3738,"ViewTranslation","Sat [abbreviated weekday]","",,"",340,"س",1
3739,"ViewTranslation","January [month]","",,"",340,"يناير",1
3740,"ViewTranslation","February [month]","",,"",340,"فبراير",1
3741,"ViewTranslation","March [month]","",,"",340,"مارس",1
3742,"ViewTranslation","April [month]","",,"",340,"أبريل",1
3743,"ViewTranslation","May [month]","",,"",340,"مايو",1
3744,"ViewTranslation","June [month]","",,"",340,"يونيو",1
3745,"ViewTranslation","July [month]","",,"",340,"يوليو",1
3746,"ViewTranslation","August [month]","",,"",340,"أغسطس",1
3747,"ViewTranslation","September [month]","",,"",340,"سبتمبر",1
3748,"ViewTranslation","October [month]","",,"",340,"أكتوبر",1
3749,"ViewTranslation","November [month]","",,"",340,"نوفمبر",1
3750,"ViewTranslation","December [month]","",,"",340,"ديسمبر",1
3751,"ViewTranslation","Jan [abbreviated month]","",,"",340,"ينا",1
3752,"ViewTranslation","Feb [abbreviated month]","",,"",340,"فبر",1
3753,"ViewTranslation","Mar [abbreviated month]","",,"",340,"مار",1
3754,"ViewTranslation","Apr [abbreviated month]","",,"",340,"أبر",1
3755,"ViewTranslation","May [abbreviated month]","",,"",340,"ماي",1
3756,"ViewTranslation","Jun [abbreviated month]","",,"",340,"يون",1
3757,"ViewTranslation","Jul [abbreviated month]","",,"",340,"يول",1
3758,"ViewTranslation","Aug [abbreviated month]","",,"",340,"أغس",1
3759,"ViewTranslation","Sep [abbreviated month]","",,"",340,"سبت",1
3760,"ViewTranslation","Oct [abbreviated month]","",,"",340,"أكت",1
3761,"ViewTranslation","Nov [abbreviated month]","",,"",340,"نوف",1
3762,"ViewTranslation","Dec [abbreviated month]","",,"",340,"ديس",1
3763,"ViewTranslation","Sunday [weekday]","",,"",496,"Bazar günü",1
3764,"ViewTranslation","Monday [weekday]","",,"",496,"Birinci gün",1
3765,"ViewTranslation","Tuesday [weekday]","",,"",496,"Ikinci gün",1
3766,"ViewTranslation","Wednesday [weekday]","",,"",496,"Üçüncü gün",1
3767,"ViewTranslation","Thursday [weekday]","",,"",496,"Dördüncü gün",1
3768,"ViewTranslation","Friday [weekday]","",,"",496,"Beşinci gün",1
3769,"ViewTranslation","Saturday [weekday]","",,"",496,"Altıncı gün",1
3770,"ViewTranslation","Sun [abbreviated weekday]","",,"",496,"Baz",1
3771,"ViewTranslation","Mon [abbreviated weekday]","",,"",496,"Bir",1
3772,"ViewTranslation","Tue [abbreviated weekday]","",,"",496,"Iki",1
3773,"ViewTranslation","Wed [abbreviated weekday]","",,"",496,"Üçü",1
3774,"ViewTranslation","Thu [abbreviated weekday]","",,"",496,"Dör",1
3775,"ViewTranslation","Fri [abbreviated weekday]","",,"",496,"Beş",1
3776,"ViewTranslation","Sat [abbreviated weekday]","",,"",496,"Alt",1
3777,"ViewTranslation","January [month]","",,"",496,"Yanvar",1
3778,"ViewTranslation","February [month]","",,"",496,"Fevral",1
3779,"ViewTranslation","March [month]","",,"",496,"Mart",1
3780,"ViewTranslation","April [month]","",,"",496,"Aprel",1
3781,"ViewTranslation","May [month]","",,"",496,"May",1
3782,"ViewTranslation","June [month]","",,"",496,"Iyun",1
3783,"ViewTranslation","July [month]","",,"",496,"Iyul",1
3784,"ViewTranslation","August [month]","",,"",496,"Avqust",1
3785,"ViewTranslation","September [month]","",,"",496,"Sentyabr",1
3786,"ViewTranslation","October [month]","",,"",496,"Oktyabr",1
3787,"ViewTranslation","November [month]","",,"",496,"Noyabr",1
3788,"ViewTranslation","December [month]","",,"",496,"Dekabr",1
3789,"ViewTranslation","Jan [abbreviated month]","",,"",496,"Yan",1
3790,"ViewTranslation","Feb [abbreviated month]","",,"",496,"Fev",1
3791,"ViewTranslation","Mar [abbreviated month]","",,"",496,"Mar",1
3792,"ViewTranslation","Apr [abbreviated month]","",,"",496,"Apr",1
3793,"ViewTranslation","May [abbreviated month]","",,"",496,"May",1
3794,"ViewTranslation","Jun [abbreviated month]","",,"",496,"İyn",1
3795,"ViewTranslation","Jul [abbreviated month]","",,"",496,"İyl",1
3796,"ViewTranslation","Aug [abbreviated month]","",,"",496,"Avq",1
3797,"ViewTranslation","Sep [abbreviated month]","",,"",496,"Sen",1
3798,"ViewTranslation","Oct [abbreviated month]","",,"",496,"Okt",1
3799,"ViewTranslation","Nov [abbreviated month]","",,"",496,"Noy",1
3800,"ViewTranslation","Dec [abbreviated month]","",,"",496,"Dek",1
3801,"ViewTranslation","Sunday [weekday]","",,"",614,"Нядзеля",1
3802,"ViewTranslation","Monday [weekday]","",,"",614,"Панядзелак",1
3803,"ViewTranslation","Tuesday [weekday]","",,"",614,"Аўторак",1
3804,"ViewTranslation","Wednesday [weekday]","",,"",614,"Серада",1
3805,"ViewTranslation","Thursday [weekday]","",,"",614,"Чацвер",1
3806,"ViewTranslation","Friday [weekday]","",,"",614,"Пятніца",1
3807,"ViewTranslation","Saturday [weekday]","",,"",614,"Субота",1
3808,"ViewTranslation","Sun [abbreviated weekday]","",,"",614,"Няд",1
3809,"ViewTranslation","Mon [abbreviated weekday]","",,"",614,"Пан",1
3810,"ViewTranslation","Tue [abbreviated weekday]","",,"",614,"Аўт",1
3811,"ViewTranslation","Wed [abbreviated weekday]","",,"",614,"Срд",1
3812,"ViewTranslation","Thu [abbreviated weekday]","",,"",614,"Чцв",1
3813,"ViewTranslation","Fri [abbreviated weekday]","",,"",614,"Пят",1
3814,"ViewTranslation","Sat [abbreviated weekday]","",,"",614,"Суб",1
3815,"ViewTranslation","January [month]","",,"",614,"Студзень",1
3816,"ViewTranslation","February [month]","",,"",614,"Люты",1
3817,"ViewTranslation","March [month]","",,"",614,"Сакавік",1
3818,"ViewTranslation","April [month]","",,"",614,"Красавік",1
3819,"ViewTranslation","May [month]","",,"",614,"Травень",1
3820,"ViewTranslation","June [month]","",,"",614,"Чэрвень",1
3821,"ViewTranslation","July [month]","",,"",614,"Ліпень",1
3822,"ViewTranslation","August [month]","",,"",614,"Жнівень",1
3823,"ViewTranslation","September [month]","",,"",614,"Верасень",1
3824,"ViewTranslation","October [month]","",,"",614,"Кастрычнік",1
3825,"ViewTranslation","November [month]","",,"",614,"Лістапад",1
3826,"ViewTranslation","December [month]","",,"",614,"Снежань",1
3827,"ViewTranslation","Jan [abbreviated month]","",,"",614,"Стд",1
3828,"ViewTranslation","Feb [abbreviated month]","",,"",614,"Лют",1
3829,"ViewTranslation","Mar [abbreviated month]","",,"",614,"Сак",1
3830,"ViewTranslation","Apr [abbreviated month]","",,"",614,"Крс",1
3831,"ViewTranslation","May [abbreviated month]","",,"",614,"Тра",1
3832,"ViewTranslation","Jun [abbreviated month]","",,"",614,"Чэр",1
3833,"ViewTranslation","Jul [abbreviated month]","",,"",614,"Ліп",1
3834,"ViewTranslation","Aug [abbreviated month]","",,"",614,"Жнв",1
3835,"ViewTranslation","Sep [abbreviated month]","",,"",614,"Врс",1
3836,"ViewTranslation","Oct [abbreviated month]","",,"",614,"Кст",1
3837,"ViewTranslation","Nov [abbreviated month]","",,"",614,"Ліс",1
3838,"ViewTranslation","Dec [abbreviated month]","",,"",614,"Снж",1
3839,"ViewTranslation","Sunday [weekday]","",,"",1020,"Неделя",1
3840,"ViewTranslation","Monday [weekday]","",,"",1020,"Понеделник",1
3841,"ViewTranslation","Tuesday [weekday]","",,"",1020,"Вторник",1
3842,"ViewTranslation","Wednesday [weekday]","",,"",1020,"Сряда",1
3843,"ViewTranslation","Thursday [weekday]","",,"",1020,"Четвъртък",1
3844,"ViewTranslation","Friday [weekday]","",,"",1020,"Петък",1
3845,"ViewTranslation","Saturday [weekday]","",,"",1020,"Събота",1
3846,"ViewTranslation","Sun [abbreviated weekday]","",,"",1020,"Нд",1
3847,"ViewTranslation","Mon [abbreviated weekday]","",,"",1020,"Пн",1
3848,"ViewTranslation","Tue [abbreviated weekday]","",,"",1020,"Вт",1
3849,"ViewTranslation","Wed [abbreviated weekday]","",,"",1020,"Ср",1
3850,"ViewTranslation","Thu [abbreviated weekday]","",,"",1020,"Чт",1
3851,"ViewTranslation","Fri [abbreviated weekday]","",,"",1020,"Пт",1
3852,"ViewTranslation","Sat [abbreviated weekday]","",,"",1020,"Сб",1
3853,"ViewTranslation","January [month]","",,"",1020,"Януари",1
3854,"ViewTranslation","February [month]","",,"",1020,"Февруари",1
3855,"ViewTranslation","March [month]","",,"",1020,"Март",1
3856,"ViewTranslation","April [month]","",,"",1020,"Април",1
3857,"ViewTranslation","May [month]","",,"",1020,"Май",1
3858,"ViewTranslation","June [month]","",,"",1020,"Юни",1
3859,"ViewTranslation","July [month]","",,"",1020,"Юли",1
3860,"ViewTranslation","August [month]","",,"",1020,"Август",1
3861,"ViewTranslation","September [month]","",,"",1020,"Септември",1
3862,"ViewTranslation","October [month]","",,"",1020,"Октомври",1
3863,"ViewTranslation","November [month]","",,"",1020,"Ноември",1
3864,"ViewTranslation","December [month]","",,"",1020,"Декември",1
3865,"ViewTranslation","Jan [abbreviated month]","",,"",1020,"Яну",1
3866,"ViewTranslation","Feb [abbreviated month]","",,"",1020,"Фев",1
3867,"ViewTranslation","Mar [abbreviated month]","",,"",1020,"Мар",1
3868,"ViewTranslation","Apr [abbreviated month]","",,"",1020,"Апр",1
3869,"ViewTranslation","May [abbreviated month]","",,"",1020,"Май",1
3870,"ViewTranslation","Jun [abbreviated month]","",,"",1020,"Юни",1
3871,"ViewTranslation","Jul [abbreviated month]","",,"",1020,"Юли",1
3872,"ViewTranslation","Aug [abbreviated month]","",,"",1020,"Авг",1
3873,"ViewTranslation","Sep [abbreviated month]","",,"",1020,"Сеп",1
3874,"ViewTranslation","Oct [abbreviated month]","",,"",1020,"Окт",1
3875,"ViewTranslation","Nov [abbreviated month]","",,"",1020,"Ное",1
3876,"ViewTranslation","Dec [abbreviated month]","",,"",1020,"Дек",1
3877,"ViewTranslation","Sunday [weekday]","",,"",616,"রবিবার",1
3878,"ViewTranslation","Monday [weekday]","",,"",616,"সোমবার",1
3879,"ViewTranslation","Tuesday [weekday]","",,"",616,"মঙগলবার",1
3880,"ViewTranslation","Wednesday [weekday]","",,"",616,"বুধবার",1
3881,"ViewTranslation","Thursday [weekday]","",,"",616,"বৃহস্পতিবার",1
3882,"ViewTranslation","Friday [weekday]","",,"",616,"শুক্রবার",1
3883,"ViewTranslation","Saturday [weekday]","",,"",616,"শনিবার",1
3884,"ViewTranslation","Sun [abbreviated weekday]","",,"",616,"রবি",1
3885,"ViewTranslation","Mon [abbreviated weekday]","",,"",616,"সোম",1
3886,"ViewTranslation","Tue [abbreviated weekday]","",,"",616,"মঙগল",1
3887,"ViewTranslation","Wed [abbreviated weekday]","",,"",616,"বুধ",1
3888,"ViewTranslation","Thu [abbreviated weekday]","",,"",616,"বৃহস্পতি",1
3889,"ViewTranslation","Fri [abbreviated weekday]","",,"",616,"শুক্র",1
3890,"ViewTranslation","Sat [abbreviated weekday]","",,"",616,"শনি",1
3891,"ViewTranslation","January [month]","",,"",616,"জানুয়ারী",1
3892,"ViewTranslation","February [month]","",,"",616,"ফেব্রুয়ারী",1
3893,"ViewTranslation","March [month]","",,"",616,"মার্চ",1
3894,"ViewTranslation","April [month]","",,"",616,"এপ্রিল",1
3895,"ViewTranslation","May [month]","",,"",616,"মে",1
3896,"ViewTranslation","June [month]","",,"",616,"জুন",1
3897,"ViewTranslation","July [month]","",,"",616,"জুলাই",1
3898,"ViewTranslation","August [month]","",,"",616,"আগস্ট",1
3899,"ViewTranslation","September [month]","",,"",616,"সেপ্টেম্বার",1
3900,"ViewTranslation","October [month]","",,"",616,"অক্টোবার",1
3901,"ViewTranslation","November [month]","",,"",616,"নভেম্বার",1
3902,"ViewTranslation","December [month]","",,"",616,"ডিসেম্বার",1
3903,"ViewTranslation","Jan [abbreviated month]","",,"",616,"জান",1
3904,"ViewTranslation","Feb [abbreviated month]","",,"",616,"ফেব",1
3905,"ViewTranslation","Mar [abbreviated month]","",,"",616,"মার",1
3906,"ViewTranslation","Apr [abbreviated month]","",,"",616,"এপ্র",1
3907,"ViewTranslation","May [abbreviated month]","",,"",616,"মে",1
3908,"ViewTranslation","Jun [abbreviated month]","",,"",616,"জুন",1
3909,"ViewTranslation","Jul [abbreviated month]","",,"",616,"জুল",1
3910,"ViewTranslation","Aug [abbreviated month]","",,"",616,"আগ",1
3911,"ViewTranslation","Sep [abbreviated month]","",,"",616,"সেপ",1
3912,"ViewTranslation","Oct [abbreviated month]","",,"",616,"অক্টোবর",1
3913,"ViewTranslation","Nov [abbreviated month]","",,"",616,"নভেম্বর",1
3914,"ViewTranslation","Dec [abbreviated month]","",,"",616,"ডিসেম্বর",1
3915,"ViewTranslation","Sunday [weekday]","",,"",936,"Sul",1
3916,"ViewTranslation","Monday [weekday]","",,"",936,"Lun",1
3917,"ViewTranslation","Tuesday [weekday]","",,"",936,"Meurzh",1
3918,"ViewTranslation","Wednesday [weekday]","",,"",936,"Merc'her",1
3919,"ViewTranslation","Thursday [weekday]","",,"",936,"Yaou",1
3920,"ViewTranslation","Friday [weekday]","",,"",936,"Gwener",1
3921,"ViewTranslation","Saturday [weekday]","",,"",936,"Sadorn",1
3922,"ViewTranslation","Sun [abbreviated weekday]","",,"",936,"Sul",1
3923,"ViewTranslation","Mon [abbreviated weekday]","",,"",936,"Lun",1
3924,"ViewTranslation","Tue [abbreviated weekday]","",,"",936,"Meu",1
3925,"ViewTranslation","Wed [abbreviated weekday]","",,"",936,"Mer",1
3926,"ViewTranslation","Thu [abbreviated weekday]","",,"",936,"Yao",1
3927,"ViewTranslation","Fri [abbreviated weekday]","",,"",936,"Gwe",1
3928,"ViewTranslation","Sat [abbreviated weekday]","",,"",936,"Sad",1
3929,"ViewTranslation","January [month]","",,"",936,"Genver",1
3930,"ViewTranslation","February [month]","",,"",936,"C'hwevrer",1
3931,"ViewTranslation","March [month]","",,"",936,"Meurzh",1
3932,"ViewTranslation","April [month]","",,"",936,"Ebrel",1
3933,"ViewTranslation","May [month]","",,"",936,"Mae",1
3934,"ViewTranslation","June [month]","",,"",936,"Mezheven",1
3935,"ViewTranslation","July [month]","",,"",936,"Gouere",1
3936,"ViewTranslation","August [month]","",,"",936,"Eost",1
3937,"ViewTranslation","September [month]","",,"",936,"Gwengolo",1
3938,"ViewTranslation","October [month]","",,"",936,"Here",1
3939,"ViewTranslation","November [month]","",,"",936,"Du",1
3940,"ViewTranslation","December [month]","",,"",936,"Kerzu",1
3941,"ViewTranslation","Jan [abbreviated month]","",,"",936,"Gen ",1
3942,"ViewTranslation","Feb [abbreviated month]","",,"",936,"C'hw",1
3943,"ViewTranslation","Mar [abbreviated month]","",,"",936,"Meu ",1
3944,"ViewTranslation","Apr [abbreviated month]","",,"",936,"Ebr ",1
3945,"ViewTranslation","May [abbreviated month]","",,"",936,"Mae ",1
3946,"ViewTranslation","Jun [abbreviated month]","",,"",936,"Eve ",1
3947,"ViewTranslation","Jul [abbreviated month]","",,"",936,"Gou ",1
3948,"ViewTranslation","Aug [abbreviated month]","",,"",936,"Eos ",1
3949,"ViewTranslation","Sep [abbreviated month]","",,"",936,"Gwe ",1
3950,"ViewTranslation","Oct [abbreviated month]","",,"",936,"Her ",1
3951,"ViewTranslation","Nov [abbreviated month]","",,"",936,"Du ",1
3952,"ViewTranslation","Dec [abbreviated month]","",,"",936,"Ker ",1
3953,"ViewTranslation","Sunday [weekday]","",,"",875,"Nedjelja",1
3954,"ViewTranslation","Monday [weekday]","",,"",875,"Ponedjeljak",1
3955,"ViewTranslation","Tuesday [weekday]","",,"",875,"Utorak",1
3956,"ViewTranslation","Wednesday [weekday]","",,"",875,"Srijeda",1
3957,"ViewTranslation","Thursday [weekday]","",,"",875,"Četvrtak",1
3958,"ViewTranslation","Friday [weekday]","",,"",875,"Petak",1
3959,"ViewTranslation","Saturday [weekday]","",,"",875,"Subota",1
3960,"ViewTranslation","Sun [abbreviated weekday]","",,"",875,"Ned",1
3961,"ViewTranslation","Mon [abbreviated weekday]","",,"",875,"Pon",1
3962,"ViewTranslation","Tue [abbreviated weekday]","",,"",875,"Uto",1
3963,"ViewTranslation","Wed [abbreviated weekday]","",,"",875,"Sri",1
3964,"ViewTranslation","Thu [abbreviated weekday]","",,"",875,"Čet",1
3965,"ViewTranslation","Fri [abbreviated weekday]","",,"",875,"Pet",1
3966,"ViewTranslation","Sat [abbreviated weekday]","",,"",875,"Sub",1
3967,"ViewTranslation","January [month]","",,"",875,"Januar",1
3968,"ViewTranslation","February [month]","",,"",875,"Februar",1
3969,"ViewTranslation","March [month]","",,"",875,"Mart",1
3970,"ViewTranslation","April [month]","",,"",875,"April",1
3971,"ViewTranslation","May [month]","",,"",875,"Maj",1
3972,"ViewTranslation","June [month]","",,"",875,"Juni",1
3973,"ViewTranslation","July [month]","",,"",875,"Juli",1
3974,"ViewTranslation","August [month]","",,"",875,"August",1
3975,"ViewTranslation","September [month]","",,"",875,"Septembar",1
3976,"ViewTranslation","October [month]","",,"",875,"Oktobar",1
3977,"ViewTranslation","November [month]","",,"",875,"Novembar",1
3978,"ViewTranslation","December [month]","",,"",875,"Decembar",1
3979,"ViewTranslation","Jan [abbreviated month]","",,"",875,"Jan",1
3980,"ViewTranslation","Feb [abbreviated month]","",,"",875,"Feb",1
3981,"ViewTranslation","Mar [abbreviated month]","",,"",875,"Mar",1
3982,"ViewTranslation","Apr [abbreviated month]","",,"",875,"Apr",1
3983,"ViewTranslation","May [abbreviated month]","",,"",875,"Maj",1
3984,"ViewTranslation","Jun [abbreviated month]","",,"",875,"Jun",1
3985,"ViewTranslation","Jul [abbreviated month]","",,"",875,"Jul",1
3986,"ViewTranslation","Aug [abbreviated month]","",,"",875,"Aug",1
3987,"ViewTranslation","Sep [abbreviated month]","",,"",875,"Sep",1
3988,"ViewTranslation","Oct [abbreviated month]","",,"",875,"Okt",1
3989,"ViewTranslation","Nov [abbreviated month]","",,"",875,"Nov",1
3990,"ViewTranslation","Dec [abbreviated month]","",,"",875,"Dec",1
3991,"ViewTranslation","Sunday [weekday]","",,"",1122,"ሰንበር ቅዳዅ",1
3992,"ViewTranslation","Monday [weekday]","",,"",1122,"ሰኑ",1
3993,"ViewTranslation","Tuesday [weekday]","",,"",1122,"ሰሊጝ",1
3994,"ViewTranslation","Wednesday [weekday]","",,"",1122,"ለጓ ወሪ ለብዋ",1
3995,"ViewTranslation","Thursday [weekday]","",,"",1122,"ኣምድ",1
3996,"ViewTranslation","Friday [weekday]","",,"",1122,"ኣርብ",1
